admin_project_code,admin_project_contact,bldg_use_type,bldg_use_subtype,bldg_project_status,site_country,bldg_year_permit,bldg_year_complete,bldg_year_complete_interval,bldg_QTO_type,bldg_area_definition,bldg_area_gfa,bldg_area_hfa,bldg_area_interval,bldg_users_total,bldg_floors_ag,bldg_floors_bg,bldg_struct_type,bldg_roof_type,bldg_energy_class_general,bldg_energy_class_country,bldg_certification,inv_energy_consumption,inv_mat_mass_total,inv_mat_1_type,inv_mat_1_mass,inv_mat_2_type,inv_mat_2_mass,inv_mat_3_type,inv_mat_3_mass,inv_mat_4_type,inv_mat_4_mass,inv_mat_5_type,inv_mat_5_mass,lca_RSP,lca_software,lca_database,lca_scenarios_decarbonisation,scope_parts_1_ground,scope_parts_2_structure,scope_parts_3_secondary,scope_parts_4_finishes,scope_parts_5_mechanical,scope_parts_6_electrical,scope_parts_6+_renewables,scope_parts_7_facilities,scope_parts_8_fittings,scope_LCS_A123,scope_LCS_A4,scope_LCS_A5,scope_LCS_B1,scope_LCS_B2,scope_LCS_B3,scope_LCS_B4,scope_LCS_B5,scope_LCS_B6,scope_LCS_B7,scope_LCS_B8,scope_LCS_C1,scope_LCS_C2,scope_LCS_C3,scope_LCS_C4,scope_LCS_D,scope_handling_D,GHG_A123_m2a,GHG_A45_m2a,GHG_B1234_m2a,GHG_B5_m2a,GHG_B67_m2a,GHG_C12_m2a,GHG_C34_m2a,GHG_D_m2a,GHG_sum_em,GHG_sum_op,GHG_sum_em_m2a,GHG_sum_op_m2a,GHG_A1,GHG_A2,GHG_A3,GHG_A4,GHG_A5,GHG_B1,GHG_B2,GHG_B3,GHG_B4,GHG_B5,GHG_B6,GHG_B7,GHG_C1,GHG_C2,GHG_C3,GHG_C4,GHG_D,GHG_A1_m2a,GHG_A2_m2a,GHG_A3_m2a,GHG_A4_m2a,GHG_A5_m2a,GHG_B1_m2a,GHG_B2_m2a,GHG_B3_m2a,GHG_B4_m2a,GHG_B6_m2a,GHG_B7_m2a,GHG_C1_m2a,GHG_C2_m2a,GHG_C3_m2a,GHG_C4_m2a,GHG_A123,GHG_A45,GHG_A12345,GHG_B1234,GHG_B12345,GHG_B67,GHG_B1234567,GHG_C12,GHG_C34,GHG_C1234,GHG_C34_D,GHG_C1234_D,GHG_A12345_m2a,GHG_B12345_m2a,GHG_B1234567_m2a,GHG_C1234_m2a,GHG_C34_D_m2a,GHG_C1234_D_m2a,GHG_P1_sum_m2a,GHG_P1_A123_m2a,GHG_P1_A45_m2a,GHG_P1_B1234_m2a,GHG_P1_B5_m2a,GHG_P1_C12_m2a,GHG_P1_C34_m2a,GHG_P1_D_m2a,GHG_P2_sum_m2a,GHG_P2_A123_m2a,GHG_P2_A45_m2a,GHG_P2_B1234_m2a,GHG_P2_B5_m2a,GHG_P2_C12_m2a,GHG_P2_C34_m2a,GHG_P2_D_m2a,GHG_P34_sum_m2a,GHG_P34_A123_m2a,GHG_P34_A45_m2a,GHG_P34_B1234_m2a,GHG_P34_B5_m2a,GHG_P34_C12_m2a,GHG_P34_C34_m2a,GHG_P34_D_m2a,GHG_P4_sum_m2a,GHG_P4_A123_m2a,GHG_P4_A45_m2a,GHG_P4_B1234_m2a,GHG_P4_B5_m2a,GHG_P4_C12_m2a,GHG_P4_C34_m2a,GHG_P4_D_m2a,GHG_P56_sum_m2a,GHG_P56_A123_m2a,GHG_P56_A45_m2a,GHG_P56_B1234_m2a,GHG_P56_B5_m2a,GHG_P56_C12_m2a,GHG_P56_C34_m2a,GHG_P56_D_m2a,GHG_P78_sum_m2a,GHG_P78_A123_m2a,GHG_P78_A45_m2a,GHG_P78_B1234_m2a,GHG_P78_B5_m2a,GHG_P78_C12_m2a,GHG_P78_C34_m2a,GHG_P78_D_m2a,GHG_A123_m2a_APEN,GHG_A45_m2a_APEN,GHG_B1234_m2a_APEN,GHG_B5_m2a_APEN,GHG_B67_m2a_APEN,GHG_C12_m2a_APEN,GHG_C34_m2a_APEN,GHG_D_m2a_APEN,GHG_sum_em_m2a_APEN,GHG_sum_op_m2a_APEN
SDH_P3_Passive,KU Leuven,Residential,Semi-detached,New Built,Belgium,n/a,n/a,2020-Today,Conceptual design,Other,185.31,n/a,0-5000,3,n/a,n/a,massive brick,n/a,New Advanced,-,No certification,n/a,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,5.62124884,0.68004791,4.55144701,0,43.20920889,0.192473791,0.203850717,n/a,n/a,n/a,11.24906827,43.20920889,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.547038947,0.475769781,0.042335662,0,0,0.027363088,0.001570416,0,0.423556618,0.243332824,0.029963276,0.139382078,0,0.009308204,0.001570236,0,3.539297083,2.127554191,0.222624622,1.047694908,0,0.059547412,0.08187595,0,5.20531276,2.06491899,0.338124005,2.596735395,0,0.092088539,0.11344583,0,1.53386286,0.709673052,0.047000346,0.767634629,0,0.004166548,0.005388285,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SDH_P4_EPB-solid,KU Leuven,Residential,Semi-detached,New Built,Belgium,n/a,n/a,2020-Today,Conceptual design,Other,223.98,n/a,0-5000,4,n/a,n/a,massive brick,n/a,New Standard,-,No certification,n/a,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,4.683697268,0.602754663,3.937564947,0,27.9791851,0.174897301,0.138211914,n/a,n/a,n/a,9.537126093,27.9791851,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.427577024,0.371871561,0.033090434,0,0,0.021387559,0.001227469,0,0.456851864,0.262460908,0.03231865,0.150338726,0,0.01003991,0.00169367,0,2.604262432,1.559077871,0.169451137,0.763255611,0,0.046345188,0.066132625,0,4.779392328,1.903138462,0.329008675,2.388867596,0,0.093677447,0.064700148,0,1.269042444,0.587148465,0.038885767,0.635103014,0,0.003447196,0.004458001,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SDH_P4_EPB-timber,KU Leuven,Residential,Semi-detached,New Built,Belgium,n/a,n/a,2020-Today,Conceptual design,Other,223.98,n/a,0-5000,4,n/a,n/a,frame wood,n/a,New Standard,-,No certification,n/a,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,3.166251814,0.296708006,2.933857202,0,26.06951882,0.10694134,0.152195869,n/a,n/a,n/a,6.655954231,26.06951882,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.427577024,0.371871561,0.033090434,0,0,0.021387559,0.001227469,0,0.308834842,0.129498895,0.01220797,0.160090613,0,0.004563229,0.002474135,0,1.869091782,0.963163945,0.085858564,0.770621806,0,0.026131608,0.023315859,0,2.781408139,1.114568948,0.12666527,1.368041769,0,0.051411748,0.120720405,0,1.269042444,0.587148465,0.038885767,0.635103014,0,0.003447196,0.004458001,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SDH_P4_Passive,KU Leuven,Residential,Semi-detached,New Built,Belgium,n/a,n/a,2020-Today,Conceptual design,Other,223.98,n/a,0-5000,4,n/a,n/a,massive brick,n/a,New Advanced,-,No certification,n/a,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,4.944049057,0.609841904,4.127931207,0,25.52919449,0.172637265,0.178644349,n/a,n/a,n/a,10.03310378,25.52919449,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.478558868,0.416211404,0.037035949,0,0,0.023937689,0.001373826,0,0.456851864,0.262460908,0.03231865,0.150338726,0,0.01003991,0.00169367,0,2.882066705,1.725660228,0.180423207,0.858631611,0,0.048015091,0.069336568,0,4.9465839,1.952568051,0.321178331,2.483857855,0,0.087197379,0.101782284,0,1.269042444,0.587148465,0.038885767,0.635103014,0,0.003447196,0.004458001,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SDH_P5_EPB-solid,KU Leuven,Residential,Semi-detached,New Built,Belgium,n/a,n/a,2020-Today,Conceptual design,Other,233.71,n/a,0-5000,4,n/a,n/a,massive brick,n/a,New Standard,-,No certification,n/a,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,4.665155641,0.597113262,4.011355097,0,24.58222076,0.171054375,0.147233291,n/a,n/a,n/a,9.591911667,24.58222076,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.393822416,0.342514561,0.030478146,0,0,0.019699141,0.001130568,0,0.461970981,0.265401835,0.032680787,0.152023301,0,0.010152409,0.001712648,0,2.812858415,1.625023384,0.172934795,0.888015524,0,0.046389105,0.080495607,0,4.707051192,1.869512026,0.32375269,2.362654371,0,0.091510039,0.059622065,0,1.216208663,0.562703835,0.037266844,0.608661902,0,0.00330368,0.004272402,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SDH_P5_EPB-timber,KU Leuven,Residential,Semi-detached,New Built,Belgium,n/a,n/a,2020-Today,Conceptual design,Other,233.71,n/a,0-5000,4,n/a,n/a,frame wood,n/a,New Standard,-,No certification,n/a,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,3.159049286,0.293021272,2.988013495,0,23.23927313,0.10304837,0.146932387,n/a,n/a,n/a,6.69006481,23.23927313,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.393822416,0.342514561,0.030478146,0,0,0.019699141,0.001130568,0,0.312295398,0.130949956,0.012344763,0.16188446,0,0.004614361,0.002501858,0,2.059180464,1.048159433,0.09221115,0.867634025,0,0.027289105,0.023886751,0,2.708557869,1.074721501,0.12072037,1.349833107,0,0.048142084,0.115140807,0,1.216208663,0.562703835,0.037266844,0.608661902,0,0.00330368,0.004272402,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SDH_P5_Passive,KU Leuven,Residential,Semi-detached,New Built,Belgium,n/a,n/a,2020-Today,Conceptual design,Other,233.71,n/a,0-5000,4,n/a,n/a,massive brick,n/a,New Advanced,-,No certification,n/a,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,4.944764639,0.606326902,4.216326705,0,22.488678,0.169400627,0.184855365,n/a,n/a,n/a,10.12167424,22.488678,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.440779554,0.383354043,0.034112186,0,0,0.022047954,0.001265371,0,0.461970981,0.265401835,0.032680787,0.152023301,0,0.010152409,0.001712648,0,3.143635189,1.818846171,0.18563459,1.006611714,0,0.048278923,0.084263791,0,4.859079851,1.914458755,0.316632495,2.449029788,0,0.08561766,0.093341154,0,1.216208663,0.562703835,0.037266844,0.608661902,0,0.00330368,0.004272402,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SDH_P6_EPB-solid,KU Leuven,Residential,Semi-detached,New Built,Belgium,n/a,n/a,2020-Today,Conceptual design,Other,233.71,n/a,0-5000,4,n/a,n/a,massive brick,n/a,New Standard,-,No certification,n/a,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,4.665155641,0.597113262,4.011355097,0,24.04636117,0.171054375,0.147233291,n/a,n/a,n/a,9.591911667,24.04636117,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.393822416,0.342514561,0.030478146,0,0,0.019699141,0.001130568,0,0.461970981,0.265401835,0.032680787,0.152023301,0,0.010152409,0.001712648,0,2.812858415,1.625023384,0.172934795,0.888015524,0,0.046389105,0.080495607,0,4.707051192,1.869512026,0.32375269,2.362654371,0,0.091510039,0.059622065,0,1.216208663,0.562703835,0.037266844,0.608661902,0,0.00330368,0.004272402,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SDH_P6_EPB-timber,KU Leuven,Residential,Semi-detached,New Built,Belgium,n/a,n/a,2020-Today,Conceptual design,Other,233.71,n/a,0-5000,4,n/a,n/a,frame wood,n/a,New Standard,-,No certification,n/a,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,3.159049286,0.293021272,2.988013495,0,22.76094149,0.10304837,0.146932387,n/a,n/a,n/a,6.69006481,22.76094149,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.393822416,0.342514561,0.030478146,0,0,0.019699141,0.001130568,0,0.312295398,0.130949956,0.012344763,0.16188446,0,0.004614361,0.002501858,0,2.059180464,1.048159433,0.09221115,0.867634025,0,0.027289105,0.023886751,0,2.708557869,1.074721501,0.12072037,1.349833107,0,0.048142084,0.115140807,0,1.216208663,0.562703835,0.037266844,0.608661902,0,0.00330368,0.004272402,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
SDH_P6_Passive,KU Leuven,Residential,Semi-detached,New Built,Belgium,n/a,n/a,2020-Today,Conceptual design,Other,233.71,n/a,0-5000,4,n/a,n/a,massive brick,n/a,New Advanced,-,No certification,n/a,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,4.944764639,0.606326902,4.216326705,0,22.04249966,0.169400627,0.184855365,n/a,n/a,n/a,10.12167424,22.04249966,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.440779554,0.383354043,0.034112186,0,0,0.022047954,0.001265371,0,0.461970981,0.265401835,0.032680787,0.152023301,0,0.010152409,0.001712648,0,3.143635189,1.818846171,0.18563459,1.006611714,0,0.048278923,0.084263791,0,4.859079851,1.914458755,0.316632495,2.449029788,0,0.08561766,0.093341154,0,1.216208663,0.562703835,0.037266844,0.608661902,0,0.00330368,0.004272402,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
TH_P1_EPB-solid,KU Leuven,Residential,Row house,New Built,Belgium,n/a,n/a,2020-Today,Conceptual design,Other,225.94,n/a,0-5000,4,n/a,n/a,massive brick,n/a,New Standard,-,No certification,n/a,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,4.618084932,0.59861261,3.869770235,0,25.24569176,0.169832545,0.118705149,n/a,n/a,n/a,9.375005471,25.24569176,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.344668494,0.299764495,0.026674095,0,0,0.017240444,0.000989459,0,0.435655023,0.250283345,0.030819142,0.143363366,0,0.009574082,0.001615088,0,2.709047741,1.65284078,0.183582716,0.759402317,0,0.051011795,0.062210133,0,4.627600547,1.833141283,0.318988219,2.337410975,0,0.088588931,0.04947114,0,1.258033667,0.582055029,0.038548438,0.629593579,0,0.003417292,0.004419329,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
TH_P1_EPB-timber,KU Leuven,Residential,Row house,New Built,Belgium,n/a,n/a,2020-Today,Conceptual design,Other,225.94,n/a,0-5000,4,n/a,n/a,frame wood,n/a,New Standard,-,No certification,n/a,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,2.96768388,0.272015302,2.932815918,0,23.7242126,0.093450804,0.135465465,n/a,n/a,n/a,6.401431369,23.7242126,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.344668494,0.299764495,0.026674095,0,0,0.017240444,0.000989459,0,0.294505639,0.123490454,0.011641549,0.152662789,0,0.004351506,0.002359341,0,1.922194887,0.961451696,0.085850485,0.825835617,0,0.026828436,0.022228653,0,2.582028683,1.000922205,0.109300735,1.324723934,0,0.041613126,0.105468683,0,1.258033667,0.582055029,0.038548438,0.629593579,0,0.003417292,0.004419329,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
TH_P1_Passive,KU Leuven,Residential,Row house,New Built,Belgium,n/a,n/a,2020-Today,Conceptual design,Other,225.94,n/a,0-5000,4,n/a,n/a,massive brick,n/a,New Advanced,-,No certification,n/a,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,4.836803283,0.605729217,4.027669661,0,23.3955312,0.168609061,0.148613429,n/a,n/a,n/a,9.78742465,23.3955312,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.385764798,0.335506703,0.029854562,0,0,0.019296096,0.001107437,0,0.435655023,0.250283345,0.030819142,0.143363366,0,0.009574082,0.001615088,0,2.95894361,1.799917463,0.193205837,0.848312721,0,0.052438969,0.06506862,0,4.749027553,1.869040742,0.313301239,2.406399995,0,0.083882621,0.076402956,0,1.258033667,0.582055029,0.038548438,0.629593579,0,0.003417292,0.004419329,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
TH_P2_EPB-solid,KU Leuven,Residential,Row house,New Built,Belgium,n/a,n/a,2020-Today,Conceptual design,Other,198.77,n/a,0-5000,4,n/a,n/a,massive brick,n/a,New Standard,-,No certification,n/a,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,No data,n/a,60,MMG-Building-LCA-Tool,Ecoinvent 2.2,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,not in scope,4.830622771,0.620520739,4.072356856,0,26.77510068,0.176388853,0.129491019,n/a,n/a,n/a,9.829380239,26.77510068,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.387306097,0.336847199,0.029973844,0,0,0.019373193,0.001111861,0,0.414692583,0.238240446,0.029336215,0.136465142,0,0.009113405,0.001537374,0,2.816851715,1.692323824,0.186749132,0.818707508,0,0.051658707,0.067412543,0,4.78053474,1.901594793,0.3306439,2.401531073,0,0.092359143,0.054405831,0,1.429995103,0.661616508,0.043817649,0.715653133,0,0.003884404,0.00502341,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
